n_qubits,n_layers,n_params,ansatz_type,entangle_pattern,entangler_gate,cost_global,n_entanglers,depth_ratio,grad_mean,grad_var,log_grad_var,samples
3,3,9,1,1,1,1,9,1.0,2.0469737016526323e-18,9.262782937948499e-33,-18.0,200
10,2,20,0,2,0,1,90,0.2,0.006058026049023434,0.024491176789874333,-1.6109903467221554,200
12,1,12,1,2,1,1,66,0.08333333333333333,-5.980459183430042e-18,1.9892478817665943e-33,-18.0,200
8,17,136,0,0,1,0,119,2.125,0.004189125671887495,0.004771442722395447,-2.321350285186405,200
8,17,136,1,2,0,1,476,2.125,-0.0020496127163803428,0.0019780636211671533,-2.7037597441455734,200
7,14,98,1,1,0,1,98,2.0,-0.002472452814564419,0.0036709602756819447,-2.4352203150725518,200
12,9,108,0,2,1,0,594,0.75,-0.0037680158531501096,0.0022866137326208085,-2.6408071926120846,200
12,8,96,0,0,0,1,88,0.6666666666666666,0.0011193507996729967,0.0002836628136559617,-3.5471975936456,200
10,17,170,0,1,1,1,170,1.7,-0.0028428750466219397,0.0009518201419753205,-3.021445109102107,200
12,11,132,1,0,0,1,121,0.9166666666666666,0.0006721861159537068,6.598853726553093e-05,-4.180531498316905,200
5,2,10,1,0,0,0,8,0.4,4.718447854656916e-18,7.542789071395945e-33,-18.0,200
9,11,99,1,2,1,1,396,1.2222222222222223,1.767249541151372e-19,8.878142441926529e-34,-18.0,200
5,19,95,1,1,0,1,95,3.8,-0.011994208738164685,0.014706547754822476,-1.8324892624859528,200
9,20,180,1,2,0,0,720,2.2222222222222223,-0.0002836712764505764,0.001544199169715813,-2.811296685392734,200
5,17,85,0,1,0,1,85,3.4,0.005809944600341985,0.03451563293712339,-1.4619841582432338,200
6,4,24,1,0,1,0,20,0.6666666666666666,-0.019761806025643244,0.11969349669840074,-0.9219294454559528,200
2,10,20,1,1,0,0,20,5.0,0.01406535389003392,0.23402706678256777,-0.6307339106474784,200
5,20,100,0,2,0,0,200,4.0,-0.005413097831999276,0.033413108958849906,-1.4760831130821486,200
5,19,95,1,1,0,0,95,3.8,0.005761066996693716,0.01992267180080508,-1.700652419399439,200
11,16,176,1,2,0,1,880,1.4545454545454546,-0.0006349652124239517,0.00031373058864744716,-3.5034431356434808,200
5,15,75,1,0,1,1,60,3.0,-0.002934700603185728,0.01457234725854156,-1.8364704880840161,200
9,3,27,1,2,0,0,108,0.3333333333333333,-0.034222841796094444,0.2286373505828773,-0.6408528210666777,200
6,10,60,0,1,1,0,60,1.6666666666666667,0.0010714273794476226,0.015568181914330216,-1.8077621023115784,200
4,1,4,1,1,1,0,4,0.25,2.0990154059319365e-18,6.536227063792477e-34,-18.0,200
3,13,39,1,0,1,0,26,4.333333333333333,0.006333128615044519,0.049073761783247107,-1.309150649598304,200
2,10,20,1,0,0,1,10,5.0,-0.0099655400248694,0.09298495662987818,-1.031587307156696,200
9,6,54,1,1,1,0,54,0.6666666666666666,0.0037378862921666365,0.0008827514563816888,-3.054161557256217,200
5,16,80,0,2,1,1,160,3.2,0.011146712299468824,0.02715338574494091,-1.5661760106913878,200
5,17,85,0,2,1,1,170,3.4,0.01241724582645208,0.02816349355547341,-1.5503134738993316,200
3,15,45,1,1,0,1,45,5.0,0.002200342226658436,0.05810312322546389,-1.2358005222890378,200
10,4,40,1,0,0,0,36,0.4,-0.003592948439874055,0.13170870633713352,-0.8803855159326697,200
3,6,18,1,1,0,0,18,2.0,-0.01616269008000726,0.06287807834512774,-1.2015007395014066,200
7,7,49,1,1,0,0,49,1.0,0.010233193993654542,0.09063312046449362,-1.0427130671528062,200
3,6,18,0,2,0,0,18,2.0,-0.04843992292422729,0.14527528588501418,-0.8378082612468766,200
3,7,21,1,2,1,0,21,2.3333333333333335,-0.007184605845409879,0.07235216150493436,-1.140548489898872,200
8,7,56,1,2,0,1,196,0.875,-0.00390810503664584,0.008713947232461283,-2.0597850742740627,200
3,19,57,1,2,0,0,57,6.333333333333333,-0.00974408844005658,0.0632353984327497,-1.1990397407002187,200
11,13,143,0,1,1,0,143,1.1818181818181819,-0.0005227016528834495,0.0005192933815766492,-3.2845872124772657,200
7,1,7,1,1,1,0,7,0.14285714285714285,5.715913853343579e-18,1.5487349849145883e-33,-18.0,200
7,19,133,1,2,0,1,399,2.7142857142857144,-0.0045127949357474245,0.004325423872192528,-2.363971327197044,200
8,16,128,0,1,1,0,128,2.0,-0.0017936035385800225,0.004018560351321349,-2.3959295049897067,200
3,10,30,1,2,1,1,30,3.3333333333333335,0.005274120401868872,0.024949160785963685,-1.6029440581429883,200
5,18,90,1,2,0,0,180,3.6,-0.01031349758943551,0.01449559403773698,-1.8387639823079553,200
7,7,49,1,1,0,0,49,1.0,-0.013833887880832724,0.030445241056450766,-1.5164805829800632,200
7,14,98,0,1,1,1,98,2.0,-0.008251879456830374,0.007875478263442169,-2.1037230628251096,200
8,20,160,0,2,1,1,560,2.5,0.00036447789965520796,0.0006813637236719277,-3.166620992324484,200
10,20,200,1,0,1,1,180,2.0,0.002097940776936188,0.0005071185084279842,-3.2948905386111567,200
6,17,102,0,0,1,0,85,2.8333333333333335,0.002449525049436792,0.015916271724338637,-1.7981586551392748,200
12,20,240,0,2,1,0,1320,1.6666666666666667,0.0005429485817971091,0.00023268298890429716,-3.6332353661548025,200
7,2,14,1,0,1,0,12,0.2857142857142857,0.008511469514526623,0.4980974020113028,-0.30268572346556427,200
11,12,132,1,1,1,0,132,1.0909090909090908,0.0001741458156083403,0.00024420747234506164,-3.612241051494421,200
9,17,153,1,0,0,1,136,1.8888888888888888,3.145511765983808e-05,0.0008309597551813587,-3.0804200093397176,200
9,14,126,1,1,0,0,126,1.5555555555555556,0.006436717410871495,0.021362116198823777,-1.6703557269268097,200
12,8,96,1,1,1,1,96,0.6666666666666666,-9.904309446047546e-05,0.00012847587720122926,-3.891178408378319,200
6,2,12,0,2,1,1,30,0.3333333333333333,7.693498615957139e-18,2.4601521412201278e-33,-18.0,200
7,20,140,0,1,0,1,140,2.857142857142857,0.000835327880300531,0.012081347526015685,-1.9178846227948214,200
5,10,50,0,1,0,1,50,2.0,-0.004962642739064809,0.029337520235157278,-1.5325765978445103,200
12,8,96,0,0,0,0,88,0.6666666666666666,0.01193962251205158,0.15345468848177965,-0.8140198380848176,200
3,1,3,0,0,1,1,2,0.3333333333333333,-0.003515810644520485,0.26615256932329256,-0.5748693369774476,200
8,11,88,0,1,0,0,88,1.375,-0.002053868428828219,0.01673616068467593,-1.7763441631107955,200
12,5,60,0,0,0,0,55,0.4166666666666667,-0.015814862588956168,0.20852731938540586,-0.6808370395818493,200
7,20,140,0,1,0,1,140,2.857142857142857,0.0072798867657419865,0.009082546489626192,-2.0417923704939898,200
7,1,7,1,2,1,1,21,0.14285714285714285,7.448468924975416e-19,3.2504603233143325e-33,-18.0,200
5,15,75,0,0,0,1,60,3.0,-0.006658735868668973,0.032498318968946546,-1.4881391030639552,200
6,8,48,1,1,1,0,48,1.3333333333333333,-0.0007270836067580749,0.00885936147167312,-2.0525975782621635,200
7,11,77,0,1,1,1,77,1.5714285714285714,0.0101075115148095,0.007186891071241309,-2.1434589375166104,200
12,6,72,0,0,1,1,66,0.5,-0.0001654500803414918,0.00025153054060588306,-3.5994092757716785,200
4,13,52,0,0,0,0,39,3.25,0.0131861859621003,0.12697990111776045,-0.8962650154568763,200
9,15,135,1,2,1,1,540,1.6666666666666667,4.0614213381307e-18,9.769456954472132e-34,-18.0,200
7,20,140,1,1,1,0,140,2.857142857142857,-0.004026911176030893,0.0036441541931710505,-2.438403255237299,200
8,2,16,1,2,0,1,56,0.25,1.131364966988624e-18,3.143911548459878e-33,-18.0,200
8,6,48,1,1,1,0,48,0.75,-0.008124532663308728,0.0016523373540582903,-2.7819012790201576,200
7,19,133,0,1,1,0,133,2.7142857142857144,-0.003254843622899459,0.007048178479346603,-2.151923106920932,200
12,4,48,0,1,1,0,48,0.3333333333333333,0.002195711213876808,0.0003393766231705606,-3.469318075918402,200
3,1,3,1,0,0,1,2,0.3333333333333333,-0.007241142608146927,0.23489137206267777,-0.6291329352632042,200
2,15,30,1,1,0,0,30,7.5,-0.0072181655247250944,0.23559640139264437,-0.62783134744713,200
12,2,24,1,2,1,1,132,0.16666666666666666,-2.4844492782505333e-18,1.6894934530462282e-33,-18.0,200
5,15,75,0,1,0,0,75,3.0,-0.004606456434428689,0.03593215179617639,-1.4445167743004055,200
11,16,176,1,1,0,0,176,1.4545454545454546,-0.0037196508624655505,0.01661049736542128,-1.7796173633448702,200
7,12,84,0,2,1,1,252,1.7142857142857142,3.508478230163092e-18,3.6769786601687406e-33,-18.0,200
8,5,40,0,1,0,1,40,0.625,-0.01261021004387358,0.004023659552956682,-2.3953787726159432,200
9,19,171,1,1,1,1,171,2.111111111111111,-0.0035645732976722173,0.001085606024620062,-2.9643277552046308,200
6,14,84,1,1,0,0,84,2.3333333333333335,-0.008306823719284283,0.025321984105415547,-1.5965022681541345,200
9,2,18,1,2,1,1,72,0.2222222222222222,-3.757844729834758e-18,1.6343363972462703e-33,-18.0,200
7,20,140,0,1,1,1,140,2.857142857142857,0.006835929285001609,0.007733384488488608,-2.1116303970277053,200
12,5,60,1,2,1,1,330,0.4166666666666667,3.7838655819744107e-19,4.939079304072466e-34,-18.0,200
11,9,99,0,2,0,0,495,0.8181818181818182,0.0015280712619790704,0.0047594146348907945,-2.3224464583025366,200
5,3,15,1,1,0,1,15,0.6,-0.0033587684186449107,0.01603768281100756,-1.7948583801347509,200
4,15,60,1,1,1,0,60,3.75,0.0014660325253794564,0.030574574019475848,-1.5146395850612533,200
10,16,160,1,1,0,1,160,1.6,0.00048669449563529336,0.00042565191764867025,-3.3709454056820185,200
4,19,76,0,2,1,1,114,4.75,-0.018507848979181167,0.062467624347766364,-1.2043450100180284,200
6,9,54,1,1,1,1,54,1.5,0.009145620043859427,0.008832737961852872,-2.053904653454115,200
5,16,80,1,1,0,1,80,3.2,-0.003294276485944543,0.014382567334177351,-1.8421635840820068,200
11,2,22,1,0,1,1,20,0.18181818181818182,-0.005606803287649064,0.0018194372408875204,-2.7400629202405997,200
11,3,33,1,1,1,1,33,0.2727272727272727,0.0004549215498480341,0.0005138113825660863,-3.2891962789507843,200
3,11,33,1,0,0,1,22,3.6666666666666665,-0.00422484114984471,0.038827277099896876,-1.4108630648223146,200
8,11,88,1,0,0,1,77,1.375,-0.0012134544825788498,0.0017763828127331724,-2.7504634374637145,200
12,9,108,0,0,0,0,99,0.75,-0.024130352235461335,0.11494560568330028,-0.9395076269521019,200
12,1,12,1,2,0,1,66,0.08333333333333333,-0.01327147000420607,0.006613488143129298,-2.1795694207341803,200
11,5,55,0,2,1,0,275,0.45454545454545453,0.006479731566396332,0.029671288213499392,-1.527663597873612,200
11,19,209,0,1,0,1,209,1.7272727272727273,0.0008472960430763249,0.0007875108508092581,-3.1037434535204325,200
2,12,24,0,2,0,1,12,6.0,-0.022940239051018874,0.22022664612690565,-0.6571301351110291,200
3,20,60,0,2,1,1,60,6.666666666666667,0.014814568380716287,0.09840901968389659,-1.0069650944606932,200
6,12,72,0,0,1,1,60,2.0,-0.007965061102290531,0.014959864722333033,-1.8250723336513648,200
6,8,48,0,2,1,0,120,1.3333333333333333,-0.018597968194390788,0.026362157160807812,-1.579019055204568,200
2,14,28,1,1,1,0,28,7.0,0.003928600201382456,0.10172092275135426,-0.9925897088187465,200
9,16,144,0,1,1,0,144,1.7777777777777777,0.00029552278227314556,0.001800522046630131,-2.7446015565080857,200
9,11,99,1,0,1,0,88,1.2222222222222223,0.013879557996175374,0.015115258083084076,-1.8205844331303982,200
6,3,18,0,0,0,0,15,0.5,-0.020828962247127006,0.3102765268931117,-0.5082510785131383,200
4,4,16,0,1,0,0,16,1.0,0.029077713110069448,0.16863510214728877,-0.7730520199714335,200
5,19,95,1,0,0,1,76,3.8,0.0017110770582142493,0.010368536904376053,-1.984282522220917,200
2,14,28,0,0,0,1,14,7.0,0.009546468624994846,0.23222406504545173,-0.6340927769536022,200
7,11,77,1,0,0,0,66,1.5714285714285714,-0.04094445881882426,0.0837799586418684,-1.076859858365021,200
6,2,12,0,1,1,1,12,0.3333333333333333,-0.0030898677926991165,0.0312772484282568,-1.5047714603752005,200
3,1,3,0,2,1,1,3,0.3333333333333333,5.0653925498522766e-18,2.0187465269383324e-33,-18.0,200
3,8,24,0,1,0,1,24,2.6666666666666665,0.0014938120367583418,0.13325172549019682,-0.8753271585413962,200
3,18,54,1,1,0,0,54,6.0,-0.00642707011547488,0.0746294729312287,-1.1270896255626044,200
7,1,7,1,2,0,0,21,0.14285714285714285,1.5265566588595904e-17,1.7685814679307987e-32,-18.0,200
12,5,60,0,1,0,1,60,0.4166666666666667,-0.0018618217527197405,0.0003273650693652327,-3.484967662710416,200
2,15,30,1,2,1,1,15,7.5,0.0051769442482501645,0.08206838050336752,-1.0858241366436547,200
4,10,40,0,0,1,0,30,2.5,-0.03005041570407262,0.07025283837528641,-1.1533361245784362,200
12,1,12,1,2,1,0,66,0.08333333333333333,0.0,1.1093356479670479e-32,-18.0,200
6,1,6,0,1,0,0,6,0.16666666666666666,0.005941277383361872,0.5248559880126983,-0.2799598436247206,200
5,10,50,0,0,1,0,40,2.0,-0.013990030016519928,0.04266882475984558,-1.369889318878278,200
6,3,18,1,0,0,1,15,0.5,-1.132178118617988e-18,1.4756000327565111e-33,-18.0,200
5,17,85,1,2,1,0,170,3.4,0.007985529706810664,0.016773957061348776,-1.7753644730416522,200
12,3,36,1,1,0,1,36,0.25,0.00011834507252480267,2.505556226859368e-06,-5.60109584686652,200
8,10,80,1,1,0,1,80,1.25,0.003892353900482316,0.0013343834751218264,-2.8747193449346358,200
11,5,55,0,2,0,1,275,0.45454545454545453,0.003785301469651051,0.0014554215212776683,-2.837011207466628,200
8,17,136,1,0,1,1,119,2.125,0.0012670640331087042,0.0017949902600202289,-2.7459379036488625,200
11,9,99,0,1,0,1,99,0.8181818181818182,-0.0022683195445100503,0.0007840487124041831,-3.1056569540615637,200
11,4,44,0,0,0,1,40,0.36363636363636365,0.0002920642017312575,0.0008263995917389663,-3.082809906040176,200
12,8,96,1,1,0,0,96,0.6666666666666666,0.003930302003492855,0.014207620323832054,-1.8474786572431106,200
6,16,96,0,0,1,1,80,2.6666666666666665,0.0004098853755760859,0.01385342032974568,-1.8584429885527713,200
6,10,60,1,1,0,1,60,1.6666666666666667,-0.007636857118444981,0.008136824983510212,-2.08954502522513,200
11,20,220,1,0,0,0,200,1.8181818181818181,0.010223192263100143,0.05000906581199324,-1.3009512581595069,200
7,19,133,1,1,1,0,133,2.7142857142857144,0.003979438295938363,0.003515933243651865,-2.453959379385768,200
6,12,72,1,2,0,1,180,2.0,0.0026424476584586878,0.009728253625111427,-2.011965115440736,200
3,20,60,0,1,1,0,60,6.666666666666667,-0.014137759749071867,0.10633647564161568,-0.9733177378037015,200
10,2,20,1,1,1,1,20,0.2,-0.0027200246000577038,0.016057629938428367,-1.7943185549863447,200
9,12,108,1,2,0,1,432,1.3333333333333333,0.002715536419747152,0.0009847961197169451,-3.0066536712758047,200
12,7,84,0,2,0,1,462,0.5833333333333334,8.950652515268693e-05,0.0004427870936857256,-3.3538050463812987,200
10,9,90,1,2,0,0,405,0.9,0.0014259830558446722,0.0016403858945735665,-2.785053973800063,200
11,9,99,1,2,0,0,495,0.8181818181818182,0.004966061179192388,0.009213497199689025,-2.0355754918183866,200
3,16,48,1,1,0,1,48,5.333333333333333,-0.0047472963549770285,0.057636667519612744,-1.2393011374986163,200
10,12,120,0,0,0,0,108,1.2,-0.0033316907684242157,0.10602328527895988,-0.97459874268252,200
10,6,60,1,2,1,0,270,0.6,-0.0025785950252584567,0.0002000417650411434,-3.698879322169525,200
2,12,24,0,0,0,0,12,6.0,-0.050896117657608764,0.23189371309458026,-0.6347110254255893,200
10,20,200,1,2,0,0,900,2.0,0.001116062560524106,0.00048533884878688397,-3.313954944335848,200
8,4,32,0,0,0,0,28,0.5,-0.06765261112792763,0.2829004548190702,-0.5483663543271955,200
6,10,60,0,0,0,1,50,1.6666666666666667,0.005548584664205913,0.01678670231997564,-1.775034610883982,200
6,18,108,0,2,0,1,270,3.0,0.014625525951116698,0.016930673801475206,-1.7713257576359236,200
2,9,18,1,0,1,1,9,4.5,0.029300703817002224,0.0859298198893216,-1.0658560984967786,200
8,13,104,1,1,1,0,104,1.625,0.0004661306339990701,0.002201074685546924,-2.6573652209765886,200
10,17,170,1,0,1,1,153,1.7,-0.0025244549542223268,0.0004826293003661708,-3.316386315661647,200
11,5,55,1,0,0,1,50,0.45454545454545453,0.0007803038565836717,4.854396083986102e-05,-4.313864791236127,200
11,1,11,1,1,1,0,11,0.09090909090909091,-7.355227538141662e-18,1.9989419485789562e-33,-18.0,200
9,4,36,1,0,0,1,32,0.4444444444444444,-0.0014174767840428194,0.00044379730322876995,-3.3528153411225383,200
8,16,128,1,0,0,0,112,2.0,0.005044542311100699,0.04935883090978423,-1.3066351353492562,200
5,8,40,1,1,0,0,40,1.6,0.011393075361321338,0.05151277554686039,-1.2880850493776022,200
5,4,20,0,1,1,0,20,0.8,-0.010997575595138878,0.029166017483096537,-1.5351228682109468,200
7,20,140,0,1,0,0,140,2.857142857142857,0.00042317357605206634,0.011713440652975757,-1.9313155184953616,200
7,8,56,1,0,0,0,48,1.1428571428571428,-0.0133631478816646,0.1092545033566006,-0.9615606528233211,200
9,19,171,0,0,0,1,152,2.111111111111111,-0.002765873144068194,0.0017991648792024014,-2.744929035183289,200
11,3,33,0,1,0,1,33,0.2727272727272727,-0.0037547977677569798,0.0004059081411959701,-3.3915722380618014,200
4,19,76,0,0,0,0,57,4.75,0.001959634258511964,0.11890662877440601,-0.924793933775754,200
8,11,88,0,2,1,0,308,1.375,-0.0040123855542622865,0.005138723123885877,-2.289144781615842,200
4,5,20,0,0,1,1,15,1.25,-0.008097954853497577,0.05856283851463053,-1.2323778813799087,200
7,6,42,1,1,0,0,42,0.8571428571428571,0.00665440036355478,0.18275557518475785,-0.7381293654779345,200
7,17,119,1,2,0,1,357,2.4285714285714284,-0.0017665576105394575,0.003979846767195399,-2.4001336488917877,200
5,17,85,1,0,1,1,68,3.4,0.01112642972799597,0.0143032015043821,-1.8445667429497439,200
6,13,78,0,1,0,1,78,2.1666666666666665,0.0031405403513550634,0.01383831436407245,-1.8589168077814315,200
10,11,110,1,0,0,0,99,1.1,-0.030752639707796334,0.11249883879790602,-0.9488519602749695,200
4,7,28,1,1,1,0,28,1.75,-0.01724835419752618,0.026666712410317664,-1.5740305227452875,200
9,20,180,0,1,0,0,180,2.2222222222222223,0.0007116294585137528,0.004872066990124624,-2.3122867488559997,200
4,2,8,0,0,1,0,6,0.5,0.08835994751216353,0.33997981159133844,-0.4685468711189027,200
2,7,14,0,0,1,1,7,3.5,0.08291260386382802,0.19812424194484396,-0.7030623821154026,200
11,12,132,0,2,1,0,660,1.0909090909090908,-0.0010431550548810208,0.0007789862723289315,-3.1084701956064156,200
5,20,100,1,2,0,1,200,4.0,-0.009610938766811725,0.01569822486187291,-1.8041494543601728,200
12,4,48,1,2,0,1,264,0.3333333333333333,0.001013742842869031,0.00015033307248400044,-3.822945466403947,200
7,15,105,0,0,0,0,90,2.142857142857143,-0.01320525814474254,0.10479815089037793,-0.9796463801880749,200
9,12,108,1,0,0,1,96,1.3333333333333333,-0.00177675695514987,0.0006851946206143877,-3.1641860552900916,200
5,12,60,0,1,1,1,60,2.4,-0.01476026536705465,0.032824115722994034,-1.4838069649124226,200
6,12,72,0,1,1,0,72,2.0,0.006077035374147964,0.015955414644598855,-1.7970919050072112,200
4,9,36,0,2,0,0,54,2.25,-0.016252303115847036,0.0714335917244665,-1.1460975127355983,200
8,18,144,0,0,1,0,126,2.25,0.0026876951535156446,0.004143526681588363,-2.3826298602402676,200
4,17,68,1,1,0,0,68,4.25,0.012070818205784088,0.04314148888374689,-1.3651048707578715,200
10,12,120,1,1,0,1,120,1.2,0.00032858257881027196,0.0003815346944040561,-3.418465963860773,200
5,4,20,0,1,0,0,20,0.8,0.04629727345916547,0.15453038348738074,-0.8109861176397982,200
11,16,176,0,0,1,0,160,1.4545454545454546,-0.000309522489172733,0.0024669982130140385,-2.6078311650941406,200
9,15,135,1,1,0,0,135,1.6666666666666667,0.0008038524497214543,0.015069444527603094,-1.821902755850126,200
4,2,8,1,2,1,0,12,0.5,-0.018883189758930174,0.22320735572835837,-0.6512914974602738,200
12,15,180,1,1,0,0,180,1.25,0.0014174012967608843,0.012656078384492113,-1.8977008440670866,200
4,7,28,0,2,0,1,42,1.75,-0.017232400012255688,0.059373605163627816,-1.2264065799246362,200
2,11,22,1,2,0,0,11,5.5,0.03780711978389225,0.13193374876439184,-0.8796440973470192,200
8,5,40,1,1,1,1,40,0.625,0.000785939965696768,0.0036625998345614754,-2.43621052854685,200
7,10,70,0,2,1,0,210,1.4285714285714286,0.016603675220268798,0.010564739134752657,-1.976141222107753,200
9,8,72,0,1,1,1,72,0.8888888888888888,0.002049022050993497,0.0019433620902170445,-2.711446273444263,200
5,9,45,0,0,1,1,36,1.8,0.010649861581957522,0.030497816789630178,-1.5157312488549484,200
6,4,24,0,2,0,0,60,0.6666666666666666,0.005465035284527855,0.10496573986016544,-0.9789524287169031,200
2,11,22,1,0,1,0,11,5.5,-0.05592835103049083,0.1237622040200464,-0.9074119651036064,200
3,20,60,1,2,1,0,60,6.666666666666667,0.012564617121843164,0.058674231893144635,-1.2315525870596173,200
5,11,55,1,2,1,0,110,2.2,0.017243815179717667,0.020866436084373177,-1.6805517206068836,200
3,15,45,0,1,0,1,45,5.0,0.011684716448886232,0.11605578657860949,-0.9353332006065409,200
11,16,176,1,0,0,1,160,1.4545454545454546,-7.510735590938455e-06,0.00024409177545987775,-3.6124468536535477,200
2,8,16,1,0,0,0,8,4.0,-0.006184817268456913,0.13728863029650973,-0.8623654278320403,200
5,1,5,0,1,1,1,5,0.2,-7.32920668600201e-19,1.580534702595858e-33,-18.0,200
9,1,9,1,2,1,1,36,0.1111111111111111,-3.729655473350135e-19,2.2120472253999806e-33,-18.0,200
4,20,80,0,2,0,1,120,5.0,0.004026494182445977,0.05746160877362392,-1.240622219072808,200
9,10,90,1,0,1,0,80,1.1111111111111112,0.005071357423246785,0.02167587742915627,-1.664023313462912,200
8,6,48,0,1,0,1,48,0.75,0.003499981231980176,0.0048322184283928725,-2.3158534427433657,200
3,14,42,1,1,1,1,42,4.666666666666667,-0.01089122106275059,0.04495647067993577,-1.3472077905082176,200
2,4,8,0,0,1,1,4,2.0,-0.007375647549842352,0.13933456363812027,-0.8559411381679212,200
11,10,110,0,1,0,1,110,0.9090909090909091,0.003533449952062451,0.0004191406486992167,-3.377640218789847,200
6,16,96,0,1,1,1,96,2.6666666666666665,0.008709077040601462,0.01604825160156956,-1.7945722754803906,200
8,16,128,0,0,1,0,112,2.0,0.0018297648471068016,0.004556512672294141,-2.3413674175555763,200
9,4,36,0,0,0,0,32,0.4444444444444444,-0.022872862608518646,0.2938240406631343,-0.5319126731468546,200
12,11,132,0,1,0,0,132,0.9166666666666666,0.0069430060502097355,0.01868008263426338,-1.7286212069321982,200
4,20,80,1,0,0,1,60,5.0,-0.003520174238332974,0.027693399667932023,-1.5576237265803972,200
10,17,170,1,0,0,1,153,1.7,-0.0005473209320642143,0.0003579797335759803,-3.4461415595160663,200
4,18,72,0,1,0,1,72,4.5,-0.013743421061160808,0.057621767157303744,-1.2394134268106018,200
9,18,162,1,2,0,1,648,2.0,0.000942992714658649,0.0008066898102316466,-3.0932934288486775,200
6,9,54,1,2,0,1,135,1.5,-0.004570056282109487,0.012382307731001468,-1.907198406895952,200
8,9,72,1,2,0,1,252,1.125,0.0027082742378412837,0.0032188203942543703,-2.492303255672386,200
8,14,112,1,2,0,1,392,1.75,-0.0008430938612256895,0.0020043560419730857,-2.6980251304445604,200
10,4,40,0,1,1,0,40,0.4,0.0024104093397412777,0.0012329364523078169,-2.9090593071214426,200
6,19,114,1,0,1,0,95,3.1666666666666665,0.012321244105037822,0.008101175694713742,-2.091451948939353,200
6,6,36,0,0,0,1,30,1.0,-0.0221043169572789,0.021690072990996203,-1.6637389865043155,200
5,17,85,1,2,0,0,170,3.4,-0.002219642512311131,0.01710271948375444,-1.7669348274508894,200
6,17,102,1,0,0,1,85,2.8333333333333335,-0.003481262692081679,0.0046545785861304605,-2.3321196328357794,200
12,3,36,0,1,0,1,36,0.25,0.0018332141705531002,0.0007890651619238725,-3.102887130763413,200
6,3,18,1,1,0,1,18,0.5,-0.001849475129992888,0.002254396825721194,-2.646969635737886,200
9,16,144,0,0,0,0,128,1.7777777777777777,0.008878434390958595,0.08454939173789683,-1.0728895124402806,200
6,15,90,1,0,0,0,75,2.5,-0.027475230766197047,0.0353010846861149,-1.4522119499675044,200
4,20,80,0,2,1,1,120,5.0,0.0005356649214123876,0.060379594119602815,-1.2191098106936642,200
7,12,84,0,2,0,1,252,1.7142857142857142,0.002897517056601886,0.008493683939828902,-2.070903903663457,200
7,3,21,0,1,1,0,21,0.42857142857142855,-0.0017164029035325126,0.008204909345194569,-2.0859262130385856,200
9,17,153,0,2,1,1,612,1.8888888888888888,-0.0005817616131530506,1.9816421480110563e-05,-4.702974769212913,200
4,17,68,1,1,0,0,68,4.25,-0.0009922462437665903,0.035389610539233764,-1.4511242167236715,200
8,12,96,0,2,0,0,336,1.5,0.0012451560400164195,0.004898965100946198,-2.3098956543425007,200
4,19,76,1,2,1,1,114,4.75,0.013812821133079243,0.023966756709294827,-1.6203907326979863,200
11,6,66,1,0,0,0,60,0.5454545454545454,-0.007066560124650053,0.12920040046186368,-0.8887361402255471,200
4,16,64,0,1,0,1,64,4.0,0.026794790631814714,0.048374005179359116,-1.3153879532300314,200
9,18,162,1,0,0,0,144,2.0,0.01673113634308334,0.07231872498354466,-1.1407492393011134,200
2,17,34,1,0,1,0,17,8.5,-0.029603483896151833,0.1107642804650755,-0.9556002693724563,200
10,10,100,0,0,0,0,90,1.0,-0.048463155922712324,0.12419277223196756,-0.9059036784840145,200
10,6,60,0,0,1,1,54,0.6,-0.0020761878547715736,0.0010579327933975709,-2.9755419205651514,200
10,8,80,1,2,1,0,360,0.8,-0.0077314381609089565,0.04952035243739794,-1.3052162730939063,200
10,5,50,1,1,1,0,50,0.5,0.0008708295346900452,0.0006377864386294016,-3.1953247194784997,200
11,7,77,0,2,1,0,385,0.6363636363636364,-0.002259112819513331,0.010376027299107072,-1.983968894302931,200
3,7,21,1,2,1,1,21,2.3333333333333335,-0.010005224645162373,0.06848864766477099,-1.1643814090204418,200
9,5,45,0,1,0,0,45,0.5555555555555556,0.011983969722405232,0.08464682234085633,-1.0723893407533287,200
5,15,75,1,2,0,1,150,3.0,-0.009126827236172908,0.01616088531065671,-1.7915348517915366,200
2,12,24,0,2,1,0,12,6.0,0.019239478415251098,0.21112424454760004,-0.6754618914263613,200
10,7,70,0,0,0,0,63,0.7,-0.03715943721425234,0.17738303073787043,-0.7510879290894161,200
4,2,8,1,0,1,0,6,0.5,0.0271108791394818,0.5086281160251184,-0.29359963649797205,200
9,11,99,0,2,1,1,396,1.2222222222222223,1.0495077029659683e-18,1.3350274788277505e-33,-18.0,200
3,4,12,0,0,0,0,8,1.3333333333333333,0.0096721339335233,0.2548967865589868,-0.5936356395738742,200
2,18,36,1,0,1,1,18,9.0,-0.006883444106738669,0.10802980752132259,-0.9664563976987584,200
8,12,96,0,2,1,0,336,1.5,-0.0002050744228533602,0.004710797791865451,-2.3269055371885905,200
10,19,190,1,0,1,1,171,1.9,-0.00038546022396029694,0.00045365720359634854,-3.3432721885951326,200
7,20,140,0,1,1,1,140,2.857142857142857,0.00022608483124919698,0.009444835060311494,-2.0248056219689383,200
